temperatura,humedad,presion,viento,direccion_viento,visibilidad,precipitacion,descripcion,tipo_nubes,timestamp,runway_heading,viento_cruzado,viento_frente,rafagas,techo_nubes,turbulencia,estado_pista,altitud_aeropuerto,altitud_densidad,punto_rocio,riesgo_hielo,tormenta_electrica,cizalladura_viento,hora,mes,dia_año,es_noche,riesgo,source
14.2,87,1008,12.9,302,6452,2.7,lluvia_ligera,nublado,,180,10.9,-6.8,18.1,2109,leve,humeda,2000,2384.0,9.9,False,False,False,11,1,16,False,BAJO,synthetic
10.3,98,1007,10.5,98,2481,0.7,niebla,cubierto,,180,10.4,1.5,13.7,516,ninguna,humeda,0,-564.0,10.3,False,False,False,17,1,15,False,MODERADO,synthetic
12.9,71,1003,11.2,181,5458,7.1,lluvia_ligera,cubierto,,45,7.8,-8.1,12.3,926,moderada,humeda,2000,2228.0,8.3,False,False,False,5,1,10,True,MODERADO,synthetic
25.1,51,1027,7.6,24,8983,0.0,despejado,despejado,,45,2.7,7.1,9.9,14949,ninguna,seca,500,1832.0,19.6,False,False,False,3,6,151,True,BAJO,synthetic
11.5,97,1013,8.9,315,2283,0.2,niebla,cubierto,,315,0.0,8.9,11.6,404,ninguna,humeda,2000,2060.0,9.8,False,False,False,1,12,347,True,MODERADO,synthetic
19.3,81,1003,21.1,256,5508,6.0,lluvia_ligera,nublado,,180,20.5,5.1,29.5,2173,moderada,mojada,2000,2996.0,14.7,False,False,False,14,10,294,False,ALTO,synthetic
6.7,98,1019,11.0,269,1973,0.6,niebla,cubierto,,270,0.2,11.0,13.2,472,ninguna,mojada,2000,1484.0,5.7,True,False,False,0,6,167,True,MODERADO,synthetic
17.3,98,1015,3.2,124,1769,1.5,niebla,cubierto,,180,2.7,1.8,4.2,333,ninguna,mojada,1000,1516.0,15.9,False,False,False,8,7,202,False,MODERADO,synthetic
14.4,100,1013,10.0,96,2052,1.5,niebla,cubierto,,270,1.0,-9.9,12.0,645,ninguna,mojada,0,-72.0,14.0,False,False,False,14,3,66,False,MODERADO,synthetic
16.4,70,1005,20.9,202,5675,6.2,lluvia_ligera,nublado,,0,7.8,-19.4,31.3,1705,moderada,mojada,2500,3268.0,2.5,False,False,False,18,8,233,False,MODERADO,synthetic
25.8,27,1025,0.4,234,9563,0.0,despejado,despejado,,180,0.3,0.2,0.5,5931,leve,seca,500,1916.0,19.2,False,False,False,22,10,296,True,BAJO,synthetic
20.5,64,1003,12.1,100,6740,0.3,nublado,dispersas,,270,2.1,-11.9,14.5,1702,ninguna,seca,2000,3140.0,6.9,False,False,False,9,7,185,False,BAJO,synthetic
27.2,38,1020,11.1,270,9615,0.0,despejado,despejado,,315,7.8,7.8,14.4,9713,leve,seca,2500,4564.0,14.2,False,False,False,23,5,144,True,BAJO,synthetic
23.5,62,1017,11.1,299,6888,1.5,nublado,dispersas,,90,5.4,-9.7,13.3,2799,ninguna,seca,2000,3500.0,9.2,False,False,False,21,5,139,True,BAJO,synthetic
19.2,87,981,37.4,149,3641,16.0,lluvia_fuerte,cubierto,,45,36.3,-9.0,52.4,788,moderada,mojada,1000,1744.0,15.4,False,False,True,23,6,179,True,ALTO,synthetic
11.7,76,1019,13.6,204,5891,6.7,lluvia_ligera,nublado,,45,4.9,-12.7,15.0,881,moderada,mojada,0,-396.0,7.0,False,True,False,0,4,96,True,ALTO,synthetic
5.6,100,1006,6.5,285,1752,1.6,niebla,cubierto,,135,3.2,-5.6,7.2,458,ninguna,mojada,0,-1128.0,4.9,True,False,False,20,8,214,False,MODERADO,synthetic
34.5,41,1014,13.4,225,8824,0.0,despejado,despejado,,0,9.5,-9.5,14.7,13692,leve,seca,1000,3580.0,24.2,False,False,False,21,8,229,True,BAJO,synthetic
6.7,97,1016,11.0,92,1372,1.9,niebla,cubierto,,270,0.4,-11.0,16.5,136,ninguna,humeda,1000,244.0,5.7,True,False,False,9,8,215,False,ALTO,synthetic
8.8,98,982,34.1,132,3768,14.7,lluvia_fuerte,cubierto,,225,34.1,-1.8,44.3,690,moderada,mojada,500,-124.0,8.3,True,False,False,1,10,292,True,ALTO,synthetic
10.3,76,1019,15.1,55,5696,4.3,lluvia_ligera,cubierto,,270,8.7,-12.4,21.1,1206,moderada,humeda,2500,2536.0,7.0,False,False,False,0,6,151,True,BAJO,synthetic
12.4,96,1007,7.3,162,1135,0.0,niebla,cubierto,,315,3.3,-6.5,8.8,747,ninguna,humeda,1000,928.0,10.5,False,False,False,23,12,346,True,MODERADO,synthetic
22.9,49,1030,15.0,80,9921,0.0,despejado,despejado,,225,8.6,-12.3,21.0,9597,ninguna,seca,2000,3428.0,15.1,False,False,False,1,2,38,True,BAJO,synthetic
16.7,52,1013,23.3,172,6276,1.6,nublado,dispersas,,270,23.1,-3.2,28.0,2284,ninguna,seca,0,204.0,10.0,False,False,False,20,3,72,False,MODERADO,synthetic
20.9,59,1006,24.8,85,8799,0.5,nublado,nublado,,180,24.7,-2.2,34.7,1899,leve,seca,2500,3808.0,14.4,False,False,False,2,2,32,True,MODERADO,synthetic
18.5,73,1017,20.0,149,3587,5.0,lluvia_ligera,nublado,,270,17.1,-10.3,26.0,2248,leve,mojada,0,420.0,14.5,False,False,False,6,6,153,False,MODERADO,synthetic
16.3,99,1001,7.4,329,1307,0.9,niebla,cubierto,,225,7.2,-1.8,9.6,698,ninguna,humeda,0,156.0,15.3,False,False,False,18,7,203,False,MODERADO,synthetic
32.5,32,1022,19.2,311,8886,0.0,despejado,despejado,,180,14.5,-12.6,23.0,6731,ninguna,seca,2500,5200.0,23.0,False,False,False,15,6,170,False,BAJO,synthetic
22.5,37,1012,16.2,172,9388,0.0,despejado,despejado,,135,9.7,12.9,24.3,13126,ninguna,seca,2500,4000.0,15.7,False,False,False,22,3,60,True,BAJO,synthetic
15.2,31,1020,18.0,315,9744,0.0,despejado,despejado,,135,0.0,-18.0,21.6,6084,leve,seca,2000,2504.0,9.5,False,False,False,1,4,107,True,BAJO,synthetic
17.6,71,1008,9.5,179,7604,0.1,nublado,dispersas,,270,9.5,-0.2,13.3,3746,leve,humeda,2000,2792.0,15.3,False,False,False,7,4,102,False,BAJO,synthetic
31.6,29,1022,13.6,35,9144,0.0,despejado,despejado,,180,7.8,-11.1,19.0,11987,ninguna,seca,500,2612.0,16.8,False,False,False,19,6,172,False,BAJO,synthetic
5.3,94,994,41.9,197,2060,21.8,tormenta,cubierto,,180,12.3,40.1,58.7,350,severa,mojada,0,-1164.0,3.4,True,True,False,20,8,231,False,ALTO,synthetic
16.0,29,1017,13.9,125,9310,0.0,despejado,despejado,,225,13.7,-2.4,16.7,11303,ninguna,seca,500,740.0,10.5,False,False,False,22,2,54,True,BAJO,synthetic
16.0,54,1018,10.2,259,8282,0.5,nublado,dispersas,,135,8.5,-5.7,13.3,3453,leve,seca,500,740.0,2.0,False,False,False,1,10,291,True,BAJO,synthetic
8.1,98,1000,0.7,229,2380,0.0,niebla,cubierto,,135,0.7,-0.0,0.8,524,ninguna,humeda,500,-208.0,6.8,False,False,False,17,4,100,False,MODERADO,synthetic
15.5,46,1013,10.8,211,9755,0.0,despejado,despejado,,315,10.5,-2.6,14.0,10109,ninguna,seca,2500,3160.0,3.2,False,False,False,11,6,172,False,BAJO,synthetic
8.7,81,1014,22.1,156,6655,7.8,lluvia_ligera,nublado,,135,7.9,20.6,26.5,1574,moderada,humeda,2500,2344.0,4.2,False,False,False,6,1,3,False,MODERADO,synthetic
5.0,78,1004,23.3,36,3633,6.3,nieve,cubierto,,180,13.7,-18.9,32.6,1166,leve,contaminada,2000,1280.0,0.9,False,False,False,11,8,234,False,ALTO,synthetic
17.3,98,1014,1.7,77,1216,0.9,niebla,cubierto,,225,0.9,-1.4,2.0,678,ninguna,mojada,1000,1516.0,15.8,False,False,False,13,7,185,False,MODERADO,synthetic
9.2,99,1008,3.0,91,1538,1.7,niebla,cubierto,,225,2.2,-2.1,4.2,611,ninguna,humeda,2000,1784.0,7.7,True,False,False,6,10,293,False,MODERADO,synthetic
10.77,94,1018,3.096,114,10000,0.04666666666666667,rain,cubierto,2026-02-06 06:00:00,130,0.9,3.0,4.0,1000,ninguna,mojada,8361,9860.0,9.6,False,False,False,20,2,35,False,BAJO,real_forecast
16.5,77,1013,27.7,230,1592,20.9,granizo,cubierto,,225,2.4,27.6,38.8,1909,severa,contaminada,2500,3280.0,14.1,False,True,False,21,10,281,True,ALTO,synthetic
14.4,93,991,51.8,345,1960,19.9,tormenta,cubierto,,0,13.4,50.0,72.5,840,moderada,mojada,2500,3028.0,14.3,False,True,False,3,3,65,True,ALTO,synthetic
19.1,84,1005,28.6,44,1935,27.7,granizo,cubierto,,315,28.6,0.5,34.3,914,severa,mojada,1000,1732.0,16.7,False,True,False,0,1,6,True,ALTO,synthetic
2.2,87,1007,31.6,86,3541,6.0,nieve,cubierto,,270,2.2,-31.5,37.9,914,moderada,contaminada,2000,944.0,-0.6,True,False,False,20,6,169,False,ALTO,synthetic
18.2,69,1007,21.7,102,8479,1.4,nublado,dispersas,,270,4.5,-21.2,30.4,2095,ninguna,humeda,2500,3484.0,6.7,False,False,False,22,8,211,True,BAJO,synthetic
21.3,81,1009,16.3,190,5250,3.5,lluvia_ligera,nublado,,90,16.1,-2.8,19.6,1547,moderada,mojada,500,1376.0,16.7,False,False,False,21,6,170,True,MODERADO,synthetic
15.3,94,1003,9.9,225,2025,1.5,niebla,cubierto,,0,7.0,-7.0,10.9,533,ninguna,mojada,2000,2516.0,14.7,False,False,False,23,9,261,True,MODERADO,synthetic
17.6,70,1002,14.0,226,3000,7.7,lluvia_ligera,nublado,,135,14.0,-0.2,16.8,937,leve,humeda,2000,2792.0,9.0,False,False,False,15,2,36,False,MODERADO,synthetic
14.4,78,1004,35.9,51,2995,19.1,granizo,cubierto,,135,35.7,3.8,46.7,1243,severa,contaminada,0,-72.0,10.0,False,True,False,7,4,101,False,ALTO,synthetic
16.6,97,1018,11.2,64,820,0.5,niebla,cubierto,,315,10.6,-3.6,15.7,561,ninguna,mojada,2500,3292.0,16.1,False,False,False,11,7,199,False,MODERADO,synthetic
22.6,74,1003,24.3,58,6870,0.9,nublado,nublado,,135,23.7,5.5,26.7,2041,leve,seca,0,912.0,18.1,False,False,False,16,7,195,False,MODERADO,synthetic
12.2,62,1009,18.7,278,8114,1.2,nublado,dispersas,,225,14.9,11.3,24.3,1539,ninguna,humeda,1000,904.0,3.1,False,False,False,13,9,262,False,BAJO,synthetic
24.7,62,1018,16.2,119,8922,1.4,nublado,nublado,,90,7.9,14.2,19.4,2805,leve,seca,0,1164.0,17.2,False,False,False,18,11,328,False,BAJO,synthetic
11.4,72,1004,34.6,279,2172,29.3,granizo,cubierto,,315,20.3,28.0,45.0,619,severa,mojada,1000,808.0,7.0,False,True,False,14,9,248,False,ALTO,synthetic
13.0,100,1008,2.2,236,1895,1.6,niebla,cubierto,,90,1.2,-1.8,2.6,744,ninguna,humeda,2000,2240.0,12.1,False,False,False,3,6,172,True,MODERADO,synthetic
17.0,78,1000,19.7,212,4386,7.1,lluvia_ligera,cubierto,,315,19.2,-4.4,23.6,2128,leve,mojada,1000,1480.0,14.5,False,False,False,9,2,39,False,MODERADO,synthetic
16.2,71,1012,10.3,327,6592,1.7,nublado,nublado,,135,2.1,-10.1,13.4,3682,leve,humeda,2500,3244.0,12.6,False,False,False,7,3,73,False,BAJO,synthetic
16.3,96,1014,8.0,223,2322,1.1,niebla,cubierto,,180,5.5,5.9,12.0,420,ninguna,mojada,2500,3256.0,16.0,False,False,False,7,4,104,False,MODERADO,synthetic
34.9,39,1027,8.9,4,8529,0.0,despejado,despejado,,90,8.9,0.6,13.4,6491,leve,seca,0,2388.0,22.5,False,False,False,11,3,78,False,BAJO,synthetic
17.0,97,1000,4.0,122,1940,1.9,niebla,cubierto,,90,2.1,3.4,4.8,653,ninguna,humeda,2000,2720.0,16.1,False,False,False,16,1,4,False,MODERADO,synthetic
10.78,64,1020,6.8759999999999994,93,10000,0.0,clouds,cubierto,2026-02-05 06:00:00,130,4.1,5.5,8.9,1000,ninguna,seca,8361,9861.0,3.6,False,False,False,20,2,35,False,BAJO,real_forecast
17.2,93,1003,1.6,23,1749,1.4,niebla,cubierto,,225,0.6,-1.5,2.1,790,ninguna,mojada,2000,2744.0,15.7,False,False,False,14,7,199,False,MODERADO,synthetic
28.1,55,1028,6.7,67,9136,0.0,despejado,despejado,,270,2.6,-6.2,8.0,10824,ninguna,seca,2500,4672.0,18.3,False,False,False,18,4,90,False,BAJO,synthetic
15.2,82,1004,29.1,337,2677,27.7,granizo,cubierto,,135,10.9,-27.0,32.0,716,severa,contaminada,2000,2504.0,11.9,False,True,False,14,12,339,False,ALTO,synthetic
25.5,64,1009,12.2,242,6634,2.0,nublado,nublado,,135,11.7,-3.6,15.9,3052,ninguna,humeda,500,1880.0,12.9,False,False,False,18,11,312,False,BAJO,synthetic
32.0,30,1013,2.0,102,9321,0.0,despejado,despejado,,135,1.1,1.7,2.6,8044,ninguna,seca,2500,5140.0,20.6,False,False,False,7,6,156,False,BAJO,synthetic
21.5,36,1013,13.2,193,9991,0.0,despejado,despejado,,90,12.9,-3.0,17.2,8985,leve,seca,2000,3260.0,8.0,False,False,False,22,9,253,True,BAJO,synthetic
13.2,91,1002,46.8,24,1708,33.1,tormenta,cubierto,,315,43.7,16.8,51.5,540,severa,contaminada,1000,1024.0,12.6,False,True,False,7,12,352,False,ALTO,synthetic
20.9,50,1016,3.9,128,9030,0.0,despejado,despejado,,90,2.4,3.1,4.3,8053,ninguna,seca,2000,3188.0,13.1,False,False,False,1,11,322,True,BAJO,synthetic
32.0,38,1016,4.1,118,9178,0.0,despejado,despejado,,0,3.6,-1.9,6.1,14427,leve,seca,2500,5140.0,20.7,False,False,False,13,7,191,False,BAJO,synthetic
18.1,71,1004,11.9,155,8674,0.7,nublado,nublado,,0,5.0,-10.8,14.3,3967,ninguna,humeda,500,992.0,13.9,False,False,False,9,9,248,False,BAJO,synthetic
11.3,87,990,36.5,94,1279,22.6,lluvia_fuerte,cubierto,,180,36.4,2.5,47.5,1094,moderada,contaminada,0,-444.0,7.8,False,False,False,1,4,116,True,ALTO,synthetic
15.1,54,1024,14.7,172,9251,0.0,despejado,despejado,,315,8.8,-11.7,17.6,8232,ninguna,seca,2500,3112.0,2.0,False,False,False,8,11,324,False,BAJO,synthetic
-6.5,86,1008,31.2,40,1440,11.6,nieve,cubierto,,225,2.7,-31.1,37.4,873,moderada,contaminada,0,-2580.0,-9.8,False,False,True,22,6,170,True,ALTO,synthetic
15.8,51,1010,7.3,201,9701,0.0,despejado,despejado,,90,6.8,-2.6,10.9,7717,leve,seca,2500,3196.0,7.7,False,False,False,1,2,42,True,BAJO,synthetic
31.4,42,1025,10.1,141,9843,0.0,despejado,despejado,,270,7.8,-6.4,14.1,14475,ninguna,seca,0,1968.0,22.3,False,False,False,0,9,256,True,BAJO,synthetic
28.4,29,1018,2.1,247,8062,0.0,despejado,despejado,,135,1.9,-0.8,2.7,6673,leve,seca,2000,4088.0,23.1,False,False,False,3,11,303,True,BAJO,synthetic
16.6,99,1007,11.4,177,1133,0.2,niebla,cubierto,,315,7.6,-8.5,17.1,528,ninguna,humeda,500,812.0,15.6,False,False,False,4,6,152,True,MODERADO,synthetic
11.1,100,1004,40.1,215,2981,12.3,lluvia_fuerte,cubierto,,45,7.0,-39.5,48.1,519,severa,mojada,1000,772.0,9.3,False,True,True,20,6,177,False,ALTO,synthetic
21.9,89,1014,12.3,301,4622,2.4,lluvia_ligera,cubierto,,225,11.9,3.0,16.0,1768,leve,humeda,1000,2068.0,19.6,False,False,False,15,2,33,False,MODERADO,synthetic
17.7,75,1013,10.6,72,4981,5.9,lluvia_ligera,nublado,,135,9.4,4.8,13.8,1560,moderada,mojada,1000,1564.0,14.8,False,False,False,18,9,268,False,MODERADO,synthetic
14.2,71,1003,23.6,178,4521,2.3,lluvia_ligera,cubierto,,225,17.3,16.1,30.7,1904,moderada,humeda,0,-96.0,10.7,False,False,False,3,5,123,True,MODERADO,synthetic
17.1,38,1020,3.8,189,8914,0.0,despejado,despejado,,0,0.6,-3.8,4.2,7337,ninguna,seca,0,252.0,6.9,False,False,False,5,6,168,True,BAJO,synthetic
23.9,84,1013,47.0,16,4445,12.8,granizo,cubierto,,225,22.8,-41.1,56.4,1200,severa,mojada,500,1688.0,20.5,False,True,False,3,4,95,True,ALTO,synthetic
23.3,44,1026,17.2,146,9652,0.0,despejado,despejado,,135,3.3,16.9,22.4,5505,ninguna,seca,2000,3476.0,13.2,False,False,False,4,3,73,True,BAJO,synthetic
22.0,64,1005,16.5,13,6535,0.3,nublado,dispersas,,315,14.0,8.7,21.4,1851,leve,humeda,500,1460.0,13.3,False,False,False,14,1,14,False,BAJO,synthetic
16.0,90,983,28.3,6,2852,20.3,lluvia_fuerte,cubierto,,315,22.0,17.8,31.1,1304,moderada,contaminada,2000,2600.0,11.0,False,True,False,3,6,168,True,ALTO,synthetic
9.9,91,996,48.3,120,1394,19.4,tormenta,cubierto,,315,12.5,-46.7,67.6,930,severa,contaminada,2500,2488.0,9.7,True,True,True,17,12,342,False,ALTO,synthetic
20.4,58,1002,14.2,182,8396,0.8,nublado,nublado,,180,0.5,14.2,17.0,1759,leve,seca,2500,3748.0,7.1,False,False,False,19,7,180,False,BAJO,synthetic
13.6,64,1006,22.7,338,6712,2.0,nublado,dispersas,,45,20.9,8.9,27.2,2751,ninguna,seca,2500,2932.0,6.4,False,False,False,17,11,325,False,MODERADO,synthetic
19.73,53,1013,5.724,199,10000,0.0,clouds,cubierto,2026-02-05 18:00:00,130,5.3,2.1,7.4,1000,ninguna,seca,8361,10935.0,10.3,False,False,False,20,2,35,False,BAJO,real_forecast
8.7,95,1014,8.3,9,2129,0.1,niebla,cubierto,,315,6.7,4.9,9.1,667,ninguna,mojada,2500,2344.0,8.4,True,False,False,22,1,25,True,MODERADO,synthetic
16.2,79,1009,28.9,308,3944,2.2,lluvia_ligera,cubierto,,0,22.8,17.8,31.8,2451,leve,mojada,1000,1384.0,11.9,False,False,False,10,6,150,False,MODERADO,synthetic
13.7,93,1018,10.7,239,2482,0.8,niebla,cubierto,,90,5.5,-9.2,11.8,258,ninguna,mojada,1000,1084.0,13.3,False,False,False,3,9,249,True,MODERADO,synthetic
14.3,56,1009,15.6,102,6754,1.3,nublado,nublado,,90,3.2,15.3,20.3,2025,leve,humeda,2000,2396.0,4.5,False,False,False,6,11,327,False,BAJO,synthetic
11.92,90,1019,3.384,38,10000,0.0,clouds,cubierto,2026-02-06 12:00:00,130,3.4,-0.1,4.4,1000,ninguna,seca,8361,9998.0,9.9,False,False,False,20,2,35,False,BAJO,real_forecast
-2.4,77,1004,27.7,318,3501,6.2,nieve,cubierto,,180,18.5,-20.6,36.0,923,leve,nevada,2000,392.0,-4.4,False,False,False,19,7,191,False,ALTO,synthetic
19.9,95,1002,28.2,132,1676,24.6,lluvia_fuerte,cubierto,,135,1.5,28.2,39.5,344,severa,contaminada,2000,3068.0,18.1,False,False,False,7,11,315,False,ALTO,synthetic
23.0,66,1006,17.4,273,8645,0.8,nublado,dispersas,,225,12.9,11.6,19.1,2877,ninguna,humeda,2000,3440.0,9.8,False,False,False,22,9,242,True,BAJO,synthetic
19.6,86,1016,10.4,81,6187,3.1,lluvia_ligera,cubierto,,180,10.3,-1.6,14.6,1309,leve,mojada,500,1172.0,17.0,False,False,False,23,9,241,True,MODERADO,synthetic
17.3,48,1029,2.3,288,9471,0.0,despejado,despejado,,0,2.2,0.7,3.0,7860,leve,seca,2500,3376.0,11.8,False,False,False,23,9,255,True,BAJO,synthetic
21.2,36,1022,6.7,197,9312,0.0,despejado,despejado,,180,2.0,6.4,8.7,12360,ninguna,seca,500,1364.0,16.0,False,False,False,9,1,13,False,BAJO,synthetic
31.4,32,1021,0.3,222,8433,0.0,despejado,despejado,,45,0.0,-0.3,0.4,13867,leve,seca,2500,5068.0,19.6,False,False,False,14,4,103,False,BAJO,synthetic
13.3,81,1016,15.3,242,3137,3.4,lluvia_ligera,cubierto,,270,7.2,13.5,18.4,2260,leve,mojada,0,-204.0,10.1,False,False,False,0,9,265,True,BAJO,synthetic
25.1,56,1001,17.2,228,8267,1.6,nublado,nublado,,135,17.2,-0.9,25.8,1800,leve,humeda,0,1212.0,12.9,False,False,False,10,2,40,False,BAJO,synthetic
33.6,38,1017,6.1,284,9307,0.0,despejado,despejado,,270,1.5,5.9,7.3,8073,leve,seca,0,2232.0,28.1,False,False,False,21,6,160,True,BAJO,synthetic
14.0,53,1015,6.0,333,8247,1.0,nublado,dispersas,,225,5.7,-1.9,8.4,2721,leve,humeda,0,-120.0,-0.1,False,False,False,22,5,132,True,BAJO,synthetic
7.1,93,1012,10.5,322,1755,0.7,niebla,cubierto,,225,10.4,-1.3,13.7,502,ninguna,humeda,2000,1532.0,6.4,True,False,False,23,2,57,True,MODERADO,synthetic
5.7,99,1019,5.9,262,1045,1.3,niebla,cubierto,,0,5.8,-0.8,7.1,674,ninguna,humeda,2500,1984.0,5.0,True,False,False,11,1,29,False,MODERADO,synthetic
8.6,86,1014,12.3,190,5652,5.8,lluvia_ligera,cubierto,,225,7.1,10.1,16.0,1535,leve,mojada,1000,472.0,4.6,False,False,False,11,12,350,False,BAJO,synthetic
8.2,85,1016,16.0,105,4449,4.9,lluvia_ligera,nublado,,270,4.1,-15.5,20.8,2458,moderada,humeda,500,-196.0,3.9,False,False,False,0,7,204,True,BAJO,synthetic
22.2,47,1030,7.1,72,9167,0.0,despejado,despejado,,135,6.3,3.2,7.8,11748,leve,seca,0,864.0,16.2,False,False,False,15,7,185,False,BAJO,synthetic
10.0,97,1020,5.6,117,2237,0.5,niebla,cubierto,,315,1.7,-5.3,8.4,510,ninguna,mojada,2000,1880.0,8.6,True,False,False,0,12,357,True,MODERADO,synthetic
15.3,69,1002,24.5,274,6255,1.4,nublado,nublado,,180,24.4,-1.7,31.9,3243,ninguna,humeda,2500,3136.0,6.9,False,False,False,11,12,357,False,MODERADO,synthetic
7.9,97,1017,11.9,15,1191,0.1,niebla,cubierto,,0,3.1,11.5,15.5,679,ninguna,humeda,2500,2248.0,7.9,True,False,False,16,4,93,False,MODERADO,synthetic
21.9,47,1028,12.3,206,8622,0.0,despejado,despejado,,45,4.0,-11.6,14.8,13040,leve,seca,1000,2068.0,8.5,False,False,False,19,1,20,False,BAJO,synthetic
13.3,86,1009,22.5,163,4721,7.5,lluvia_ligera,nublado,,135,10.6,19.9,24.8,1365,leve,mojada,1000,1036.0,8.5,False,False,False,3,11,301,True,MODERADO,synthetic
21.1,56,1011,24.1,107,6526,0.8,nublado,nublado,,315,11.3,-21.3,31.3,2581,ninguna,seca,1000,1972.0,8.9,False,False,False,3,1,11,True,BAJO,synthetic
16.0,95,988,22.1,354,2213,10.7,lluvia_fuerte,cubierto,,180,2.3,-22.0,33.2,1458,moderada,mojada,2500,3220.0,15.8,False,True,False,14,8,210,False,ALTO,synthetic
8.5,96,1005,2.2,249,612,0.4,niebla,cubierto,,180,2.1,0.8,3.1,224,ninguna,humeda,500,-160.0,8.4,True,False,False,8,6,165,False,ALTO,synthetic
32.5,54,1030,18.7,359,9296,0.0,despejado,despejado,,135,13.0,-13.5,26.2,7785,leve,seca,2500,5200.0,26.1,False,False,False,9,2,57,False,BAJO,synthetic
16.8,76,1001,28.5,329,3903,5.3,lluvia_ligera,cubierto,,180,14.7,-24.4,39.9,1911,leve,humeda,1000,1456.0,13.9,False,False,False,18,8,222,False,MODERADO,synthetic
26.7,32,1016,3.5,255,9408,0.0,despejado,despejado,,0,3.4,-0.9,4.9,12770,ninguna,seca,0,1404.0,17.5,False,False,False,9,1,12,False,BAJO,synthetic
32.0,36,1020,16.5,138,9894,0.0,despejado,despejado,,315,0.9,-16.5,18.2,10841,leve,seca,2000,4520.0,24.9,False,False,False,9,11,328,False,BAJO,synthetic
33.1,49,1020,0.9,218,8940,0.0,despejado,despejado,,0,0.6,-0.7,1.1,8750,ninguna,seca,0,2172.0,19.3,False,False,False,3,5,146,True,BAJO,synthetic
11.1,93,1007,10.7,91,965,0.9,niebla,cubierto,,45,7.7,7.4,16.0,465,ninguna,mojada,2000,2012.0,9.6,False,False,False,0,6,158,True,MODERADO,synthetic
26.2,74,1006,12.5,82,8104,1.2,nublado,nublado,,180,12.4,-1.7,17.5,2958,ninguna,humeda,2000,3824.0,22.8,False,False,False,16,6,174,False,BAJO,synthetic
27.8,61,1019,18.9,301,6394,0.7,nublado,dispersas,,315,4.6,18.3,24.6,1840,leve,humeda,1000,2776.0,13.9,False,False,False,17,10,279,False,BAJO,synthetic
19.1,35,1013,5.832000000000001,176,10000,0.049999999999999996,rain,nublado,2026-02-04 21:00:00,130,4.2,4.1,7.6,2000,ninguna,mojada,8361,10860.0,6.1,False,False,False,20,2,35,False,BAJO,real_forecast
16.1,41,1012,11.7,56,8465,0.0,despejado,despejado,,315,11.5,-2.2,12.9,6667,leve,seca,500,752.0,10.7,False,False,False,23,6,165,True,BAJO,synthetic
21.9,71,1010,16.8,157,3933,7.4,lluvia_ligera,nublado,,0,6.6,-15.5,21.8,1520,leve,mojada,1000,2068.0,19.2,False,False,False,13,9,268,False,MODERADO,synthetic
15.3,76,1015,41.8,248,3324,16.3,granizo,cubierto,,135,38.5,-16.3,58.5,1234,severa,contaminada,500,656.0,11.9,False,True,False,12,10,274,False,ALTO,synthetic
25.0,66,1010,8.7,309,6401,1.5,nublado,nublado,,90,5.5,-6.8,12.2,3872,ninguna,humeda,2500,4300.0,16.2,False,False,False,5,9,267,True,BAJO,synthetic
16.7,85,1003,21.7,208,3541,17.9,lluvia_fuerte,cubierto,,225,6.3,20.8,28.2,1125,moderada,contaminada,500,824.0,14.5,False,False,False,13,12,356,False,ALTO,synthetic
14.5,60,1018,16.3,299,6336,1.2,nublado,nublado,,315,4.5,15.7,21.2,3589,leve,humeda,1000,1180.0,8.6,False,False,False,3,6,150,True,BAJO,synthetic
26.1,47,1025,18.0,260,9950,0.0,despejado,despejado,,270,3.1,17.7,23.4,9525,leve,seca,2000,3812.0,13.6,False,False,False,2,1,27,True,BAJO,synthetic
10.6,97,1019,7.9,267,1429,1.1,niebla,cubierto,,180,7.9,0.4,11.1,277,ninguna,humeda,500,92.0,10.1,False,False,False,17,1,17,False,MODERADO,synthetic
21.6,28,1010,3.7,247,8923,0.0,despejado,despejado,,180,3.4,1.4,5.2,7610,ninguna,seca,500,1412.0,11.1,False,False,False,1,8,215,True,BAJO,synthetic
16.8,29,1019,17.0,116,9531,0.0,despejado,despejado,,0,15.3,-7.5,20.4,10477,leve,seca,2000,2696.0,8.9,False,False,False,21,7,201,True,BAJO,synthetic
-3.7,90,1008,26.2,238,2154,16.5,nieve,cubierto,,90,13.9,-22.2,31.4,1886,leve,contaminada,2000,236.0,-6.8,False,False,False,0,9,266,True,ALTO,synthetic
30.5,34,1029,1.3,160,9650,0.0,despejado,despejado,,270,1.2,-0.4,2.0,12389,leve,seca,500,2480.0,17.5,False,False,False,18,12,355,False,BAJO,synthetic
12.3,71,1008,14.6,136,5162,3.0,lluvia_ligera,cubierto,,0,10.1,-10.5,20.4,1589,moderada,humeda,500,296.0,10.0,False,False,False,16,1,17,False,MODERADO,synthetic
7.7,87,983,30.1,264,3940,12.6,lluvia_fuerte,cubierto,,180,29.9,3.1,33.1,808,moderada,contaminada,500,-256.0,4.6,False,False,False,4,8,230,True,ALTO,synthetic
12.3,86,1018,22.5,226,6803,5.1,lluvia_ligera,cubierto,,90,15.6,-16.2,31.5,1195,leve,humeda,2000,2156.0,8.0,False,False,False,3,7,196,True,MODERADO,synthetic
