temperatura,humedad,viento,visibilidad,descripcion,precipitacion,direccion_viento,runway_heading,viento_cruzado,viento_frente,rafagas,techo_nubes,tipo_nubes,turbulencia,estado_pista,presion,altitud_aeropuerto,altitud_densidad,punto_rocio,riesgo_hielo,tormenta_electrica,cizalladura_viento,hora,es_noche,mes,dia_año,riesgo
22.4,59,11.9,8564,nublado,1.1,46,135,11.9,0.2,17.9,3375,dispersas,leve,humeda,1007,2500,3988.0,13.4,False,False,False,12,False,9,245,Seguro
32.3,53,12.1,8438,despejado,0.0,348,315,6.6,10.1,15.7,11158,despejado,leve,seca,1019,0,2076.0,27.0,False,False,False,23,True,12,351,Seguro
16.4,64,18.6,7039,nublado,0.8,129,270,11.7,-14.5,22.3,1649,dispersas,leve,humeda,1006,2500,3268.0,4.9,False,False,False,18,False,8,231,Seguro
18.3,49,1.6,8760,despejado,0.0,317,90,1.2,-1.1,1.9,9903,despejado,ninguna,seca,1027,2500,3496.0,4.2,False,False,False,18,False,4,116,Seguro
21.3,88,15.8,3300,lluvia_ligera,5.5,185,0,1.4,-15.7,19.0,2343,nublado,leve,mojada,1004,2500,3856.0,18.6,False,False,False,11,False,2,48,Precaución
16.6,58,21.8,6558,nublado,0.5,86,0,21.7,1.5,30.5,1556,nublado,ninguna,humeda,1017,2000,2672.0,10.9,False,False,False,11,False,10,297,Precaución
12.4,82,25.5,2710,granizo,25.7,216,315,25.2,-4.0,33.1,1391,cubierto,severa,contaminada,1001,1000,928.0,10.2,False,True,False,3,True,1,14,Peligro
20.0,76,19.5,5376,lluvia_ligera,6.7,108,180,18.5,6.0,29.2,1351,cubierto,leve,mojada,1013,0,600.0,17.1,False,False,False,12,False,12,339,Precaución
18.6,28,6.7,9038,despejado,0.0,86,225,4.4,-5.1,8.7,11504,despejado,leve,seca,1010,500,1052.0,11.9,False,False,False,19,False,10,294,Seguro
7.7,100,7.9,1740,niebla,0.1,293,45,7.3,-3.0,11.1,498,cubierto,ninguna,mojada,1012,2500,2224.0,6.9,True,False,False,18,False,3,80,Precaución
17.6,64,21.9,7156,nublado,1.5,207,180,9.9,19.5,26.3,3975,dispersas,leve,seca,1020,0,312.0,4.7,False,False,False,17,False,8,237,Seguro
13.8,58,14.8,8073,nublado,0.6,222,0,9.9,-11.0,20.7,2393,dispersas,leve,seca,1007,0,-144.0,5.1,False,False,False,9,False,11,321,Seguro
10.1,92,31.9,3732,lluvia_fuerte,23.7,191,180,6.1,31.3,35.1,1382,cubierto,moderada,contaminada,1001,1000,652.0,9.2,False,True,False,22,True,1,10,Peligro
15.9,63,14.6,6478,nublado,0.3,302,315,3.3,14.2,16.1,3685,nublado,ninguna,humeda,1008,2000,2588.0,2.4,False,False,False,3,True,4,111,Seguro
18.1,76,14.4,3018,lluvia_ligera,2.1,248,45,5.6,-13.3,17.3,1891,nublado,moderada,mojada,1008,500,992.0,14.4,False,False,False,3,True,12,331,Precaución
27.8,28,2.6,8849,despejado,0.0,260,180,2.6,0.5,3.1,5479,despejado,leve,seca,1017,500,2156.0,15.7,False,False,False,22,True,5,136,Seguro
8.1,83,12.4,3275,lluvia_ligera,7.9,351,135,7.3,-10.0,16.1,1350,cubierto,leve,mojada,1015,2000,1652.0,5.1,False,False,False,0,True,8,234,Precaución
16.6,71,24.4,5239,lluvia_ligera,7.2,165,180,6.3,23.6,34.2,1703,cubierto,moderada,mojada,1005,2500,3292.0,12.8,False,False,False,21,True,3,77,Precaución
29.9,34,12.6,8714,despejado,0.0,134,315,0.2,-12.6,16.4,6671,despejado,leve,seca,1018,2000,4268.0,19.8,False,False,False,14,False,12,335,Seguro
9.7,96,7.0,2094,niebla,1.5,335,90,6.3,-3.0,9.1,360,cubierto,ninguna,mojada,1013,2000,1844.0,7.7,True,False,False,21,True,6,157,Precaución
8.1,93,0.3,2241,niebla,1.4,109,270,0.1,-0.3,0.4,331,cubierto,ninguna,humeda,1010,500,-208.0,6.2,True,False,False,9,False,10,277,Precaución
10.0,82,13.5,5781,lluvia_ligera,3.9,99,90,2.1,13.3,18.9,2460,cubierto,moderada,mojada,1006,500,20.0,5.1,False,False,False,9,False,6,155,Seguro
8.5,84,29.8,5146,lluvia_ligera,5.1,347,90,29.0,-6.7,41.7,1125,cubierto,leve,mojada,1020,1000,460.0,6.3,True,False,False,3,True,10,286,Peligro
14.4,75,40.0,4896,granizo,12.6,277,270,4.9,39.7,60.0,1118,cubierto,severa,mojada,1011,500,548.0,10.6,False,True,False,12,False,7,196,Peligro
14.4,97,43.5,1494,lluvia_fuerte,13.5,161,90,41.1,14.2,56.6,516,cubierto,moderada,contaminada,994,500,548.0,14.3,False,True,False,8,False,12,333,Peligro
8.8,75,14.7,6406,lluvia_ligera,3.4,318,45,14.7,0.8,19.1,1967,cubierto,leve,mojada,1019,2000,1736.0,6.4,True,False,False,18,False,10,280,Precaución
32.2,35,13.4,9829,despejado,0.0,136,45,13.4,-0.2,16.1,9917,despejado,ninguna,seca,1011,500,2684.0,21.0,False,False,False,6,False,3,74,Seguro
11.1,93,4.7,2293,niebla,1.6,152,225,4.5,1.4,6.1,716,cubierto,ninguna,mojada,1006,2500,2632.0,11.1,False,False,False,21,True,5,148,Precaución
17.6,88,26.9,6233,lluvia_ligera,4.3,40,135,26.8,-2.3,32.3,1255,nublado,moderada,humeda,1010,2000,2792.0,15.1,False,False,False,10,False,7,200,Peligro
17.9,81,27.0,3810,granizo,12.2,76,270,6.5,-26.2,32.4,1621,cubierto,severa,mojada,1016,2000,2828.0,15.6,False,True,False,6,False,10,299,Peligro
8.0,96,48.6,1938,tormenta,28.2,355,180,4.2,-48.4,63.2,451,cubierto,severa,mojada,997,0,-840.0,7.2,True,True,False,16,False,1,3,Peligro
16.5,92,11.9,1830,niebla,1.9,270,225,8.4,8.4,14.3,294,cubierto,ninguna,mojada,1008,0,180.0,15.6,False,False,False,3,True,11,305,Precaución
11.4,90,24.7,4008,lluvia_ligera,4.6,44,270,17.8,-17.2,32.1,1770,nublado,moderada,humeda,1020,0,-432.0,7.0,False,False,False,2,True,3,83,Precaución
-8.0,81,30.3,2043,nieve,18.9,26,225,9.9,-28.6,42.4,1331,cubierto,moderada,contaminada,1015,2500,340.0,-10.3,False,False,False,13,False,7,199,Peligro
19.1,54,11.0,9415,despejado,0.0,344,135,5.3,-9.6,16.5,6635,despejado,leve,seca,1029,2500,3592.0,7.8,False,False,False,20,False,1,29,Seguro
28.0,69,9.2,6051,nublado,0.0,211,90,7.9,-4.7,13.8,3887,dispersas,leve,humeda,1011,2000,4040.0,16.2,False,False,False,16,False,10,270,Seguro
12.4,90,50.7,2665,tormenta,16.2,39,225,5.3,-50.4,71.0,863,cubierto,moderada,contaminada,994,0,-312.0,9.2,False,True,False,6,False,4,96,Peligro
8.8,94,22.3,2637,lluvia_fuerte,18.5,88,315,16.3,-15.2,31.2,745,cubierto,severa,mojada,1002,2500,2356.0,7.2,True,False,False,3,True,11,305,Peligro
5.1,96,32.9,1801,lluvia_fuerte,14.0,269,135,23.7,-22.9,46.1,1156,cubierto,moderada,mojada,1002,0,-1188.0,4.1,True,False,False,19,False,6,168,Peligro
26.8,25,2.8,8865,despejado,0.0,36,45,0.4,2.8,3.4,9456,despejado,leve,seca,1030,500,2036.0,20.1,False,False,False,3,True,2,39,Seguro
15.3,60,20.7,7512,nublado,1.4,205,180,8.7,18.8,26.9,2254,dispersas,leve,seca,1007,500,656.0,5.0,False,False,False,23,True,10,283,Seguro
14.1,72,21.7,6533,lluvia_ligera,2.2,66,315,20.3,-7.8,30.4,2400,cubierto,leve,humeda,1005,0,-108.0,10.0,False,False,False,5,True,12,330,Precaución
13.9,71,13.9,6201,nublado,0.3,110,315,5.9,-12.6,19.5,2283,dispersas,ninguna,humeda,1001,500,488.0,11.9,False,False,False,9,False,3,81,Seguro
22.7,54,2.1,9403,despejado,0.0,211,45,0.5,-2.0,2.9,11585,despejado,leve,seca,1027,500,1544.0,9.7,False,False,False,0,True,11,307,Seguro
27.9,69,7.3,7167,nublado,1.7,138,135,0.4,7.3,9.5,3141,dispersas,leve,seca,1008,2500,4648.0,13.3,False,False,False,6,False,1,15,Seguro
32.8,25,14.8,9264,despejado,0.0,53,315,14.7,-2.1,19.2,14385,despejado,ninguna,seca,1011,1000,3376.0,24.6,False,False,False,17,False,8,218,Seguro
13.6,89,45.3,2586,tormenta,31.2,156,180,18.4,41.4,49.8,383,cubierto,severa,mojada,985,2500,2932.0,10.8,False,True,True,6,False,2,58,Peligro
31.1,50,16.2,8827,despejado,0.0,13,315,13.7,8.6,24.3,10236,despejado,ninguna,seca,1018,2000,4412.0,22.1,False,False,False,23,True,1,19,Seguro
19.9,71,24.0,5070,lluvia_ligera,5.9,112,90,9.0,22.3,31.2,1743,cubierto,moderada,humeda,1015,2500,3688.0,17.0,False,False,False,11,False,2,39,Precaución
32.7,30,13.3,8727,despejado,0.0,220,45,1.2,-13.2,20.0,9706,despejado,ninguna,seca,1030,2000,4604.0,21.0,False,False,False,14,False,8,217,Seguro
-0.3,77,34.7,1919,nieve,8.1,322,225,34.4,-4.2,41.6,1211,cubierto,leve,contaminada,1010,0,-1836.0,-4.1,False,False,False,18,False,11,300,Peligro
23.7,75,10.9,8334,nublado,0.3,8,225,6.6,-8.7,13.1,1626,nublado,leve,seca,1008,0,1044.0,21.3,False,False,False,1,True,8,235,Seguro
16.4,99,9.5,886,niebla,0.3,201,225,3.9,8.7,11.4,483,cubierto,ninguna,humeda,1011,2000,2648.0,15.1,False,False,False,15,False,5,139,Precaución
9.3,97,36.8,2400,lluvia_fuerte,11.1,137,270,26.9,-25.1,55.2,665,cubierto,moderada,contaminada,1001,500,-64.0,8.3,True,False,False,6,False,5,121,Peligro
13.5,92,5.4,1172,niebla,1.2,6,180,0.6,-5.4,7.0,210,cubierto,ninguna,humeda,1006,2500,2920.0,13.2,False,False,False,16,False,5,132,Precaución
26.0,30,0.8,8091,despejado,0.0,310,315,0.1,0.8,1.0,9346,despejado,leve,seca,1026,2500,4420.0,16.6,False,False,False,21,True,4,108,Seguro
9.7,70,16.6,3882,lluvia_ligera,7.6,199,45,7.3,-14.9,21.6,2126,cubierto,leve,humeda,1010,1000,604.0,-1.3,False,False,False,19,False,8,224,Seguro
31.0,36,15.5,9940,despejado,0.0,102,315,8.4,-13.0,18.6,8573,despejado,ninguna,seca,1012,1000,3160.0,22.7,False,False,False,6,False,12,334,Seguro
20.5,71,27.0,6270,lluvia_ligera,2.2,354,45,21.0,17.0,35.1,2039,nublado,moderada,mojada,1009,500,1280.0,17.6,False,False,False,19,False,6,173,Precaución
17.9,63,21.1,6165,nublado,1.0,357,135,14.1,-15.7,27.4,1563,nublado,leve,humeda,1020,2500,3448.0,11.3,False,False,False,18,False,7,184,Seguro
17.2,96,7.8,2315,niebla,0.8,45,180,5.5,-5.5,8.6,564,cubierto,ninguna,humeda,1005,0,264.0,16.1,False,False,False,10,False,5,130,Precaución
34.1,39,7.7,8080,despejado,0.0,265,135,5.9,-4.9,9.2,5553,despejado,ninguna,seca,1016,2500,5392.0,20.4,False,False,False,8,False,12,348,Seguro
27.9,50,11.9,9571,despejado,0.0,325,135,2.1,-11.7,16.7,7362,despejado,ninguna,seca,1025,2500,4648.0,22.1,False,False,False,1,True,3,81,Seguro
15.1,96,4.3,2364,niebla,0.6,333,135,1.3,-4.1,6.0,535,cubierto,ninguna,humeda,1015,0,12.0,13.6,False,False,False,6,False,11,327,Precaución
6.3,94,53.9,1408,tormenta,19.3,136,0,37.4,-38.8,64.7,493,cubierto,severa,contaminada,985,1000,196.0,5.4,True,True,False,6,False,12,353,Peligro
23.2,45,18.0,9349,despejado,0.0,16,315,15.7,8.7,23.4,6220,despejado,ninguna,seca,1019,500,1604.0,12.1,False,False,False,5,True,10,297,Seguro
9.6,70,11.6,4025,lluvia_ligera,6.2,193,135,9.8,6.1,15.1,878,cubierto,leve,humeda,1002,500,-28.0,-0.1,False,False,False,11,False,12,363,Precaución
15.2,96,3.0,2258,niebla,1.1,353,270,3.0,0.4,3.3,507,cubierto,ninguna,humeda,1008,2000,2504.0,13.5,False,False,False,3,True,8,231,Precaución
8.4,96,0.5,2271,niebla,0.3,246,0,0.5,-0.2,0.6,617,cubierto,ninguna,humeda,1009,500,-172.0,8.2,True,False,False,4,True,7,183,Precaución
16.4,78,44.4,2787,granizo,13.8,29,315,42.7,12.2,57.7,1843,cubierto,severa,contaminada,1014,2000,2648.0,12.3,False,True,False,11,False,5,131,Peligro
5.1,98,5.6,2203,niebla,1.5,289,90,1.8,-5.3,6.2,311,cubierto,ninguna,mojada,1010,500,-568.0,4.4,True,False,False,18,False,3,62,Precaución
19.9,96,36.5,2499,lluvia_fuerte,14.7,20,315,33.1,15.4,40.2,648,cubierto,severa,contaminada,986,500,1208.0,19.1,False,False,False,19,False,10,286,Peligro
8.2,100,0.9,2203,niebla,1.7,237,180,0.8,0.5,1.3,662,cubierto,ninguna,mojada,1005,0,-816.0,7.7,True,False,False,12,False,10,286,Precaución
23.2,60,18.8,8414,nublado,1.9,230,225,1.6,18.7,24.4,3768,nublado,ninguna,humeda,1015,1000,2224.0,12.5,False,False,False,10,False,2,57,Seguro
12.5,96,8.3,1767,niebla,0.5,199,0,2.7,-7.8,10.8,502,cubierto,ninguna,mojada,1017,2500,2800.0,12.4,False,False,False,18,False,3,61,Precaución
31.9,49,0.8,8188,despejado,0.0,187,180,0.1,0.8,1.1,12389,despejado,leve,seca,1026,2500,5128.0,17.0,False,False,False,18,False,5,126,Seguro
-5.4,86,19.3,3591,nieve,17.3,129,225,19.2,-2.0,23.2,1320,cubierto,leve,nevada,1020,2500,652.0,-8.5,False,False,False,0,True,2,59,Peligro
18.1,49,19.3,9050,despejado,0.0,262,315,15.4,11.6,23.2,8225,despejado,leve,seca,1019,1000,1612.0,11.9,False,False,False,4,True,5,149,Seguro
19.3,72,26.4,2602,granizo,18.1,9,180,4.1,-26.1,31.7,769,cubierto,severa,contaminada,1012,2500,3616.0,16.0,False,True,False,8,False,3,88,Peligro
16.6,93,6.5,537,niebla,2.0,91,180,6.5,0.1,9.1,354,cubierto,ninguna,humeda,1000,500,812.0,15.4,False,False,False,12,False,3,83,Peligro
14.8,57,9.0,7061,nublado,0.9,101,0,8.8,-1.7,12.6,2152,dispersas,ninguna,humeda,1019,500,596.0,3.4,False,False,False,17,False,3,67,Seguro
13.5,71,19.9,6224,nublado,0.6,105,90,5.2,19.2,25.9,3300,dispersas,ninguna,humeda,1014,0,-180.0,11.5,False,False,False,19,False,11,312,Seguro
8.3,93,35.5,2152,tormenta,29.5,274,225,26.8,23.3,42.6,487,cubierto,severa,contaminada,996,500,-184.0,7.0,True,True,False,8,False,9,260,Peligro
2.8,77,12.2,1416,nieve,15.2,141,225,12.1,1.3,15.9,1051,cubierto,leve,contaminada,1009,1000,-224.0,-0.6,False,False,False,13,False,2,48,Peligro
27.0,54,17.4,7751,nublado,1.0,274,135,11.4,-13.1,22.6,2385,nublado,ninguna,humeda,1003,2500,4540.0,17.4,False,False,False,14,False,8,210,Seguro
24.5,66,15.7,8426,nublado,0.4,7,45,9.7,12.4,18.8,3148,dispersas,leve,seca,1006,0,1140.0,18.3,False,False,False,17,False,12,342,Seguro
27.1,55,5.2,8366,nublado,1.2,226,270,3.6,3.7,7.8,3122,nublado,leve,seca,1006,2000,3932.0,19.9,False,False,False,8,False,9,258,Seguro
13.1,93,1.6,1171,niebla,0.6,326,315,0.3,1.6,2.1,701,cubierto,ninguna,humeda,1015,1000,1012.0,11.7,False,False,False,9,False,1,6,Precaución
27.1,50,5.9,8102,nublado,1.3,264,315,4.6,3.7,7.1,3233,nublado,leve,humeda,1017,1000,2692.0,12.6,False,False,False,0,True,11,301,Seguro
20.8,87,49.7,4360,granizo,15.8,314,135,0.9,-49.7,59.6,1960,cubierto,severa,mojada,1017,0,696.0,18.5,False,True,True,10,False,1,9,Peligro
32.1,38,4.2,8629,despejado,0.0,8,315,3.4,2.5,5.0,12667,despejado,leve,seca,1012,500,2672.0,26.2,False,False,False,2,True,9,257,Seguro
12.0,92,1.8,950,niebla,1.2,29,45,0.5,1.7,2.5,678,cubierto,ninguna,humeda,1014,2000,2120.0,11.3,False,False,False,0,True,4,101,Precaución
11.1,87,14.8,3160,lluvia_ligera,5.8,107,180,14.2,4.3,16.3,1368,nublado,leve,humeda,1011,2500,2632.0,6.2,False,False,False,10,False,2,43,Precaución
6.6,97,6.6,1782,niebla,0.6,75,270,1.7,-6.4,7.3,447,cubierto,ninguna,mojada,1007,1000,232.0,4.8,True,False,False,23,True,6,156,Precaución
16.0,99,10.7,1726,niebla,0.7,136,225,10.7,0.2,12.8,672,cubierto,ninguna,mojada,1002,0,120.0,15.6,False,False,False,6,False,11,313,Precaución
9.6,94,1.3,2283,niebla,0.8,333,225,1.2,-0.4,1.7,702,cubierto,ninguna,humeda,1014,0,-648.0,8.4,True,False,False,11,False,5,145,Precaución
11.5,92,27.8,3917,lluvia_fuerte,21.6,355,45,21.3,17.9,36.1,1462,cubierto,moderada,contaminada,980,500,200.0,10.1,False,False,False,21,True,1,6,Peligro
14.6,92,11.4,858,niebla,1.9,26,225,3.7,-10.8,16.0,381,cubierto,ninguna,mojada,1001,2000,2432.0,13.7,False,False,False,16,False,5,122,Precaución
16.1,68,6.6,7767,nublado,1.2,335,135,2.3,-6.2,7.3,3781,dispersas,ninguna,humeda,1002,0,132.0,5.8,False,False,False,8,False,12,345,Seguro
11.2,73,38.1,1848,granizo,16.4,168,270,37.3,-7.9,53.3,1856,cubierto,severa,contaminada,1009,500,164.0,6.3,False,True,False,6,False,11,326,Peligro
21.2,31,16.6,9762,despejado,0.0,255,225,8.3,14.4,23.2,10471,despejado,ninguna,seca,1024,2000,3224.0,10.2,False,False,False,5,True,9,252,Seguro
14.1,74,11.4,6836,nublado,0.8,282,180,11.2,-2.4,13.7,2723,nublado,leve,humeda,1014,2500,2992.0,11.0,False,False,False,1,True,3,71,Seguro
14.9,93,6.8,1817,niebla,1.6,137,180,4.6,5.0,7.5,360,cubierto,ninguna,mojada,1015,500,608.0,12.9,False,False,False,14,False,1,7,Precaución
7.2,100,54.3,1908,tormenta,18.1,125,135,9.4,53.5,59.7,884,cubierto,severa,mojada,999,1000,304.0,6.3,True,True,False,11,False,12,360,Peligro
9.3,82,23.8,4046,lluvia_ligera,7.3,270,225,16.8,16.8,28.6,1503,nublado,leve,humeda,1006,500,-64.0,6.2,False,False,False,1,True,5,146,Precaución
10.8,96,2.0,929,niebla,1.7,28,315,1.9,0.6,2.2,681,cubierto,ninguna,mojada,1010,1000,736.0,9.9,False,False,False,1,True,11,318,Precaución
18.2,55,12.7,9647,despejado,0.0,241,225,3.5,12.2,14.0,6492,despejado,ninguna,seca,1018,500,1004.0,9.5,False,False,False,19,False,1,20,Seguro
11.1,81,17.7,4853,lluvia_ligera,7.2,351,45,14.3,10.4,26.5,1851,nublado,leve,humeda,1018,0,-468.0,8.7,False,True,False,3,True,2,57,Peligro
12.0,63,18.4,7929,nublado,0.1,351,45,14.9,10.8,25.8,3328,nublado,ninguna,seca,1011,500,260.0,6.8,False,False,False,20,False,12,358,Seguro
14.4,55,24.2,8407,nublado,0.4,353,270,24.0,2.9,29.0,2251,nublado,leve,humeda,1011,1000,1168.0,6.0,False,False,False,20,False,11,321,Precaución
26.7,55,8.9,9353,despejado,0.0,332,90,7.9,-4.2,12.5,13263,despejado,leve,seca,1012,2000,3884.0,21.0,False,False,False,3,True,12,334,Seguro
0.3,78,12.4,3698,nieve,6.0,248,0,11.5,-4.6,13.6,665,cubierto,leve,nevada,1018,2000,716.0,-3.7,False,False,False,16,False,11,320,Peligro
17.3,99,1.7,520,niebla,1.4,43,135,1.7,-0.1,2.0,629,cubierto,ninguna,humeda,1005,2000,2756.0,17.2,False,False,False,1,True,12,339,Peligro
13.4,89,27.9,3917,lluvia_ligera,3.6,23,0,10.9,25.7,39.1,2246,cubierto,moderada,mojada,1001,2000,2288.0,9.9,False,False,False,14,False,9,262,Precaución
16.8,92,8.1,2374,niebla,1.7,48,180,6.0,-5.4,9.7,272,cubierto,ninguna,mojada,1004,0,216.0,16.0,False,False,False,15,False,1,19,Precaución
5.5,98,6.4,2321,niebla,1.6,64,0,5.8,2.8,7.7,396,cubierto,ninguna,humeda,1018,2500,1960.0,3.8,True,False,False,22,True,10,280,Precaución
17.2,97,7.4,2156,niebla,1.5,207,180,3.4,6.6,9.6,235,cubierto,ninguna,mojada,1004,2500,3364.0,16.0,False,False,False,8,False,4,91,Precaución
25.3,56,21.1,8232,nublado,0.0,8,45,12.7,16.9,25.3,1687,dispersas,ninguna,humeda,1016,1000,2476.0,13.3,False,False,False,6,False,11,323,Seguro
12.8,100,1.8,2191,niebla,1.8,41,270,1.4,-1.2,2.2,314,cubierto,ninguna,humeda,1015,2000,2216.0,12.5,False,False,False,0,True,12,354,Precaución
6.2,95,8.1,960,niebla,1.6,23,0,3.2,7.5,12.1,250,cubierto,ninguna,humeda,1019,0,-1056.0,5.3,True,False,False,20,False,10,295,Peligro
15.4,78,29.1,5030,lluvia_ligera,4.0,221,315,29.0,-2.0,34.9,1893,nublado,leve,humeda,1000,2500,3148.0,11.7,False,False,False,1,True,2,40,Precaución
16.8,85,22.4,4213,lluvia_ligera,3.2,86,225,14.7,-16.9,24.6,1548,cubierto,moderada,mojada,1006,1000,1456.0,14.0,False,False,False,6,False,9,260,Precaución
24.9,60,22.2,6464,nublado,0.0,90,135,15.7,15.7,24.4,2026,dispersas,ninguna,seca,1018,500,1808.0,12.1,False,False,False,2,True,1,5,Seguro
10.7,72,25.0,5425,lluvia_ligera,4.3,108,45,22.3,11.3,32.5,1183,cubierto,moderada,humeda,1014,500,104.0,8.0,False,False,False,12,False,3,83,Precaución
12.1,100,3.2,2069,niebla,1.1,308,135,0.4,-3.2,4.8,186,cubierto,ninguna,mojada,1012,1000,892.0,10.9,False,False,False,2,True,12,362,Precaución
15.2,84,18.4,3096,lluvia_ligera,2.4,231,135,18.3,-1.9,20.2,851,cubierto,moderada,mojada,1005,0,24.0,10.3,False,False,False,11,False,1,19,Precaución
12.7,99,38.1,2889,lluvia_fuerte,15.1,213,0,20.8,-32.0,49.5,475,cubierto,moderada,mojada,997,0,-276.0,12.0,False,False,False,18,False,3,66,Peligro
7.7,97,9.8,2175,niebla,0.2,48,45,0.5,9.8,11.8,350,cubierto,ninguna,humeda,1014,500,-256.0,6.9,True,False,False,4,True,6,167,Precaución
15.3,92,4.5,893,niebla,1.8,241,180,3.9,2.2,5.4,376,cubierto,ninguna,mojada,1004,2000,2516.0,14.9,False,False,False,4,True,3,83,Precaución
16.1,87,27.1,3354,lluvia_ligera,4.5,219,0,17.1,-21.1,32.5,1868,cubierto,leve,mojada,1013,2500,3232.0,13.4,False,False,False,18,False,3,77,Precaución
26.3,63,20.6,6879,nublado,1.8,253,0,19.7,-6.0,26.8,3627,dispersas,ninguna,humeda,1015,500,1976.0,17.3,False,False,False,18,False,11,326,Precaución
25.1,70,11.4,8242,nublado,0.1,125,180,9.3,6.5,16.0,1803,dispersas,ninguna,seca,1012,2000,3692.0,13.8,False,False,False,21,True,8,227,Seguro
11.5,96,6.8,1784,niebla,1.7,221,135,6.8,0.5,8.2,798,cubierto,ninguna,humeda,1011,2500,2680.0,10.1,False,False,False,4,True,3,69,Precaución
-3.8,76,10.6,3455,nieve,5.6,322,225,10.5,-1.3,14.8,1928,cubierto,leve,contaminada,1015,0,-2256.0,-6.6,False,False,False,12,False,5,141,Precaución
22.0,50,15.5,7437,nublado,0.5,312,225,15.5,0.8,17.1,1643,nublado,ninguna,seca,1015,2500,3940.0,11.3,False,False,False,8,False,10,296,Seguro
14.5,98,1.1,1282,niebla,0.2,3,0,0.1,1.1,1.4,204,cubierto,ninguna,humeda,1020,2500,3040.0,13.1,False,False,False,3,True,3,77,Precaución
10.5,85,26.5,6694,lluvia_ligera,3.7,238,45,6.0,-25.8,34.5,961,nublado,leve,mojada,1019,1000,700.0,5.8,False,False,False,18,False,4,99,Precaución
1.0,90,27.3,1844,nieve,7.1,89,90,0.5,27.3,35.5,954,cubierto,moderada,contaminada,1015,2500,1420.0,-3.9,False,False,False,20,False,6,155,Peligro
13.9,93,11.2,2446,niebla,1.1,117,45,10.7,3.5,13.4,769,cubierto,ninguna,mojada,1008,1000,1108.0,13.6,False,False,False,16,False,7,188,Precaución
9.6,92,2.5,1192,niebla,0.5,104,315,1.3,-2.1,3.0,388,cubierto,ninguna,humeda,1008,2000,1832.0,8.8,True,False,False,12,False,3,65,Precaución
12.4,93,4.4,1787,niebla,1.5,16,90,4.2,1.2,6.2,709,cubierto,ninguna,humeda,1017,0,-312.0,10.6,False,False,False,21,True,11,300,Precaución
17.8,53,24.5,7367,nublado,0.6,298,180,21.6,-11.5,29.4,2006,dispersas,leve,seca,1008,1000,1576.0,4.4,False,False,False,17,False,10,278,Precaución
17.4,86,28.2,5101,lluvia_ligera,4.9,154,315,9.2,-26.7,31.0,1764,nublado,leve,mojada,1007,2000,2768.0,13.3,False,False,False,19,False,2,47,Seguro
14.7,88,18.4,3387,lluvia_ligera,2.7,255,45,9.2,-15.9,22.1,1913,cubierto,moderada,humeda,1004,1000,1204.0,11.2,False,False,False,17,False,10,298,Seguro
22.2,29,10.3,8171,despejado,0.0,224,225,0.2,10.3,12.4,11737,despejado,ninguna,seca,1012,2000,3344.0,14.8,False,False,False,6,False,10,287,Seguro
21.9,43,16.2,9655,despejado,0.0,321,225,16.1,-1.7,21.1,9695,despejado,leve,seca,1027,2500,3928.0,16.6,False,False,False,5,True,12,344,Seguro
13.6,72,10.0,8622,nublado,0.6,261,270,1.6,9.9,12.0,3704,nublado,ninguna,seca,1013,2000,2312.0,11.4,False,False,False,14,False,9,258,Seguro
16.0,83,13.5,5541,lluvia_ligera,3.9,232,270,8.3,10.6,18.9,1608,nublado,moderada,mojada,1006,500,740.0,12.8,False,False,False,1,True,9,269,Seguro
25.6,29,5.0,8311,despejado,0.0,237,180,4.2,2.7,5.5,12429,despejado,leve,seca,1016,2000,3752.0,19.9,False,False,False,22,True,12,350,Seguro
19.1,27,0.2,9451,despejado,0.0,306,180,0.2,-0.1,0.2,14671,despejado,leve,seca,1025,2000,2972.0,13.3,False,False,False,21,True,11,322,Seguro
5.1,90,50.4,806,tormenta,16.9,335,45,47.4,17.2,70.6,992,cubierto,moderada,contaminada,985,500,-568.0,2.0,False,True,False,22,True,3,69,Peligro
6.1,98,2.5,2453,niebla,0.0,338,90,2.3,-0.9,3.8,125,cubierto,ninguna,mojada,1020,2500,2032.0,5.6,False,False,False,18,False,7,185,Precaución
17.4,81,49.7,2554,granizo,23.3,180,45,35.1,-35.1,69.6,1019,cubierto,severa,contaminada,1016,2500,3388.0,13.9,False,True,False,8,False,12,352,Peligro
15.7,72,19.5,3025,lluvia_ligera,4.7,115,45,18.3,6.7,23.4,1427,nublado,leve,humeda,1004,500,704.0,12.6,False,False,False,2,True,12,332,Precaución
18.5,98,37.5,2525,lluvia_fuerte,16.9,201,180,13.4,35.0,48.8,473,cubierto,severa,mojada,981,2000,2900.0,17.2,False,False,False,4,True,5,122,Peligro
17.5,97,4.9,1752,niebla,0.8,355,270,4.9,0.4,5.4,482,cubierto,ninguna,humeda,1013,500,920.0,16.0,False,False,False,6,False,12,347,Precaución
15.5,31,16.9,9184,despejado,0.0,8,45,10.2,13.5,20.3,12719,despejado,leve,seca,1016,1000,1300.0,7.0,False,False,False,22,True,7,190,Seguro
8.6,73,16.6,6188,lluvia_ligera,7.5,349,315,9.3,13.8,19.9,1064,nublado,moderada,humeda,1008,500,-148.0,5.2,False,False,False,0,True,3,65,Precaución
